MB_CODE_2021,MB_CATEGORY_NAME_2021,AREA_ALBERS_SQKM,Dwelling,Person,State,
50391790400,Residential,0.0256,46,111,5,
50391790500,Residential,0.025,43,136,5,
50391790600,Residential,0.0345,11,24,5,
50391790700,Residential,0.0293,29,38,5,
50391790800,Education,0.034,14,18,5,
50391790900,Primary Production,2.3669,63,191,5,
50391791000,Residential,0.3563,29,81,5,
50391791100,Primary Production,1.6224,31,85,5,
50391791200,Parkland,0.1778,0,0,5,
50391791300,Industrial,0.0256,0,0,5,
50391791400,Commercial,0.0807,0,0,5,
50391791500,Parkland,0.0434,0,0,5,
50391791600,Residential,0.0382,40,96,5,
50391791700,Residential,0.027,30,103,5,
50391791800,Residential,0.0273,48,111,5,
50391791900,Residential,0.0833,17,16,5,
50391792000,Residential,0.0943,33,74,5,
50391792100,Residential,0.0708,25,27,5,
50391792200,Residential,0.0305,27,58,5,
50391792300,Residential,0.0383,54,66,5,
50391792400,Residential,0.0315,55,83,5,
50391792500,Residential,0.0783,39,96,5,
50391792600,Residential,0.0274,32,92,5,
50391792700,Residential,0.0234,33,66,5,
50391792800,Residential,0.0932,38,89,5,
50391792900,Residential,0.017,29,90,5,
50391793000,Residential,0.0425,17,28,5,
50391793100,Residential,0.0085,24,27,5,
50391793200,Residential,0.0236,69,89,5,
50391793400,Residential,0.0373,47,150,5,
50391793500,Parkland,0.0271,0,0,5,
50391793600,Residential,0.0395,46,124,5,
50391793700,Residential,0.028,45,125,5,
50391793800,Residential,0.0285,48,137,5,
50391793900,Residential,0.0239,73,107,5,
50391794000,Industrial,0.1566,0,0,5,
50391794100,Residential,0.1668,106,141,5,
50391794200,Residential,0.0377,72,114,5,
50391794300,Hospital/Medical,0.0647,0,6,5,
50391794400,Parkland,0.8934,0,0,5,
50391794500,Residential,0.038,34,31,5,
50391794600,Residential,0.0622,46,109,5,
50391794700,Residential,0.0241,33,72,5,
50391794800,Residential,0.0254,36,81,5,
50391794900,Residential,0.0255,22,47,5,
50391795000,Parkland,0.5004,0,0,5,
50391795200,Residential,0.0349,52,148,5,
50391795300,Residential,0.0316,57,101,5,
50391795400,Residential,0.0366,54,135,5,
50391795500,Residential,0.0359,53,135,5,
50391795600,Parkland,0.0778,0,0,5,
50391795700,Residential,0.0245,46,89,5,
50391795800,Residential,0.0363,50,134,5,
50391795900,Parkland,0.0791,0,0,5,
50391796000,Education,0.0811,0,0,5,
50391796100,Residential,0.051,61,159,5,
50391796200,Residential,0.0532,62,211,5,
50391796300,Residential,0.0624,57,172,5,
50391796400,Residential,0.0332,30,110,5,
50391796500,Residential,0.0328,60,111,5,
50391796600,Residential,0.0233,37,85,5,
50391796700,Industrial,0.1109,0,0,5,
50391796800,Residential,0.02,59,105,5,
50391796900,Residential,0.0455,49,116,5,
50391797000,Primary Production,229.2278,33,66,5,
50391797200,Residential,0.0385,57,149,5,
50391797300,Residential,0.0379,42,87,5,
50391797400,Residential,0.0168,59,99,5,
50391797500,Transport,0.035,0,0,5,
50391797600,Residential,0.0099,29,67,5,
50391797700,Residential,0.0105,33,77,5,
50391797800,Residential,0.0102,30,60,5,
50391798000,Residential,0.0392,57,166,5,
50391798100,Commercial,0.0797,0,0,5,
50391798200,Residential,0.0255,24,39,5,
50391798300,Industrial,0.1242,0,0,5,
50391798400,Residential,0.0369,46,159,5,
50391798500,Residential,0.0459,62,224,5,
50391798600,Residential,0.1389,66,180,5,
50391798700,Residential,0.0321,40,167,5,
50391798800,Residential,0.0381,52,138,5,
50391798900,Residential,0.0822,398,539,5,
50391799000,Residential,0.0787,12,14,5,
50391799100,Parkland,1026.1162,0,0,5,
50391799200,Residential,0.0279,35,93,5,
50391799300,Residential,0.0275,46,102,5,
50391799400,Residential,0.0213,35,79,5,
50391799500,Residential,0.0174,35,21,5,
50391799600,Residential,0.3814,48,77,5,
50391799700,Residential,0.2369,65,169,5,
50391799800,Residential,0.0486,55,144,5,
50391799900,Residential,0.05,50,156,5,
50391800000,Parkland,0.2844,0,0,5,
50391800100,Residential,0.3998,117,343,5,
50391800200,Residential,0.0461,33,87,5,
50391800300,Commercial,0.0497,0,0,5,
50391800400,Residential,0.0121,54,106,5,
50391800500,Residential,0.0271,28,71,5,
50391800600,Residential,0.0336,63,135,5,
50391800700,Residential,0.0336,54,111,5,
50391800800,Residential,0.0269,46,85,5,
50391800900,Residential,0.0291,27,66,5,
50391801000,Residential,0.0247,47,90,5,
50391801100,Residential,0.0252,46,104,5,
50391801200,Residential,0.0252,39,106,5,
50391801300,Residential,0.0403,53,145,5,
50391801400,Residential,0.0473,34,97,5,
50391801500,Residential,0.0249,30,76,5,
50391801600,Residential,0.0264,29,75,5,
50391801700,Residential,0.0449,65,150,5,
50391801800,Residential,0.0292,32,80,5,
50391801900,Residential,0.0181,42,43,5,
50391802000,Residential,0.031,31,96,5,
50391802100,Residential,0.0666,48,80,5,
50391802200,Residential,2.1471,62,194,5,
50391802300,Residential,1.4852,27,87,5,
50391802400,Transport,4.9957,0,0,5,
50391802500,Industrial,0.1146,0,0,5,
50391802600,Residential,0.0746,133,169,5,
50391802700,Residential,4.149,35,85,5,
50391802800,Residential,0.053,57,157,5,
50391802900,Residential,0.0324,34,65,5,
50391803000,Residential,0.033,29,67,5,
50391803100,Residential,1.1471,47,134,5,
50391803200,Primary Production,26.0313,119,416,5,
50391803300,Residential,4.3701,69,207,5,
50391803400,Primary Production,199.2094,18,47,5,
50391803500,Parkland,4.4113,0,0,5,
50391803600,Residential,0.3639,38,46,5,
50391803700,Residential,0.023,35,77,5,
50391803800,Commercial,0.0409,13,15,5,
50391803900,Residential,0.0673,25,61,5,
50391804000,Residential,0.1734,44,101,5,
50391804100,Education,0.0255,0,0,5,
50391804200,Residential,0.0411,37,59,5,
50391804300,Residential,0.0397,39,67,5,
50391804400,Residential,2.0733,101,296,5,
50391804500,Residential,0.0396,33,106,5,
50391804600,Residential,0.0827,50,120,5,
50391804700,Residential,0.0787,40,125,5,
50391804800,Residential,0.0935,44,112,5,
50391804900,Residential,0.0565,53,130,5,
50391805000,Residential,0.0784,29,97,5,
50391805100,Residential,0.0425,44,111,5,
50391805200,Residential,0.0296,29,98,5,
50391805300,Parkland,20.75,0,0,5,
50391805400,Parkland,0.0154,0,0,5,
50391805500,Residential,0.0256,38,66,5,
50391805600,Residential,0.0408,57,171,5,
50391805700,Parkland,0.0411,0,0,5,
50391805800,Hospital/Medical,0.0024,0,0,5,
50391805900,Residential,0.0195,30,66,5,
50391806000,Residential,0.0164,26,81,5,
50391806100,Residential,0.0406,37,109,5,
50391806200,Residential,0.0313,41,132,5,
50391806300,Residential,0.0196,26,88,5,
50391806400,Parkland,0.0765,0,0,5,
50391806500,Residential,0.033,46,160,5,
50391806600,Commercial,0.2126,0,10,5,
50391806700,Parkland,0.0496,0,0,5,
50391806800,Residential,0.0612,51,148,5,
50391806900,Residential,0.0241,37,124,5,
50391807000,Residential,0.0287,34,80,5,
50391807100,Residential,0.0162,43,66,5,
50391807200,Residential,0.0349,17,49,5,
50391807300,Residential,0.0304,29,70,5,
50391807400,Residential,0.0287,38,119,5,
50391807500,Residential,0.0254,48,122,5,
50391807600,Parkland,0.0148,17,22,5,
50391807700,Parkland,0.282,0,0,5,
50391807800,Parkland,1.0654,0,0,5,
50391807900,Primary Production,5127.8349,8,26,5,
50391808000,Residential,0.0283,48,139,5,
50391808100,Residential,0.0453,46,166,5,
50391808200,Residential,0.0362,42,145,5,
50391808300,Primary Production,0.449,3,9,5,
50391808400,Residential,0.0369,48,137,5,
50391808500,Residential,0.0342,48,91,5,
50391808600,Residential,0.0207,30,98,5,
50391808700,Commercial,0.0133,0,0,5,
50391808800,Residential,0.0085,77,130,5,
50391808900,Residential,0.0188,53,108,5,
50391809000,Residential,0.0068,13,32,5,
50391809100,Residential,0.0117,0,0,5,
50391809200,Residential,0.0336,45,126,5,
50391809300,Residential,0.0355,51,168,5,
50391809400,Residential,0.078,45,131,5,
50391809500,Residential,0.0364,42,123,5,
50391809600,Residential,0.0472,54,130,5,
50391809700,Residential,0.0374,97,172,5,
50391809800,Primary Production,8.5535,80,241,5,
50391809900,Parkland,0.0697,0,6,5,
50391810000,Water,0.0678,0,0,5,
50391810100,Primary Production,41.8694,43,109,5,
50391810200,Residential,0.0829,6,15,5,
50391810400,Residential,0.0328,50,189,5,
50391810500,Residential,0.0308,54,153,5,
50391810600,Parkland,0.087,0,0,5,
50391810700,Residential,0.04,40,98,5,
50391810900,Residential,0.0141,26,71,5,
50391811000,Residential,0.0156,45,96,5,
50391811100,Residential,0.0247,36,113,5,
50391811200,Residential,0.0285,43,125,5,
50391811300,Residential,0.017,29,91,5,
50391811400,Residential,0.0284,25,103,5,
50391811500,Residential,0.0138,25,68,5,
50391811600,Residential,0.0209,56,86,5,
50391811700,Commercial,0.0234,0,0,5,
50391811800,Residential,0.0059,13,13,5,
50391811900,Primary Production,68.3324,91,182,5,
50391812000,Residential,1.0371,31,97,5,
50391812100,Residential,0.0634,87,195,5,
50391812200,Parkland,0.0135,0,0,5,
50391812300,Residential,0.0324,112,134,5,
50391812400,Residential,0.0288,45,116,5,
50391812500,Commercial,0.0764,3,0,5,
50391812600,Residential,0.0657,46,130,5,
50391812700,Residential,0.0274,44,124,5,
50391812800,Parkland,0.0288,0,0,5,
50391812900,Residential,0.0512,60,187,5,
50391813000,Residential,0.0156,31,82,5,
50391813200,Residential,0.0381,45,146,5,
50391813300,Parkland,0.0757,0,0,5,
50391813400,Residential,0.0141,24,81,5,
50391813500,Residential,0.0259,47,115,5,
50391813600,Residential,0.0324,54,158,5,
50391813700,Residential,0.0859,50,208,5,
50391813800,Residential,0.0375,50,158,5,
50391813900,Residential,0.0436,45,87,5,
50391814000,Residential,0.0448,39,104,5,
50391814100,Residential,0.0359,63,168,5,
50391814200,Residential,0.0138,22,37,5,
50391814300,Residential,0.0143,22,72,5,
50391814400,Residential,0.0307,56,159,5,
50391814500,Parkland,0.0127,0,0,5,
50391814600,Residential,0.0156,29,82,5,
50391814700,Residential,0.0218,39,122,5,
50391814900,Residential,0.0341,46,143,5,
50391815000,Residential,0.0282,33,90,5,
50391815100,Parkland,0.0421,0,0,5,
50391815200,Residential,0.0287,48,125,5,
50391815300,Residential,0.0367,62,202,5,
50391815400,Residential,0.0315,42,131,5,
50391815500,Parkland,0.0086,0,0,5,
50391815600,Residential,0.0329,57,162,5,
50391815700,Primary Production,34.348,40,78,5,
50391815800,Residential,0.6698,41,63,5,
50391815900,Residential,0.0341,48,135,5,
50391816000,Residential,0.0392,31,65,5,
50391816100,Residential,0.0611,48,120,5,
50391816200,Residential,0.0358,44,133,5,
50391816300,Residential,0.0358,52,156,5,
50391816400,Residential,0.0563,43,152,5,
50391816500,Residential,0.0325,39,111,5,
50391816600,Residential,0.0223,29,93,5,
50391816700,Residential,0.0348,50,103,5,
50391816800,Residential,0.0259,44,94,5,
50391816900,Residential,0.0391,55,168,5,
50391817000,Residential,0.0184,34,92,5,
50391817100,Residential,0.0364,58,159,5,
50391817200,Residential,0.1257,65,108,5,
50391817300,Residential,0.0479,33,82,5,
50391817400,Residential,0.0387,27,35,5,
50391817500,Residential,0.455,19,40,5,
50391817600,Residential,0.0336,42,121,5,
50391817700,Residential,0.1503,58,69,5,
50391817800,Residential,0.032,30,97,5,
50391817900,Residential,0.0337,37,108,5,
50391818000,Residential,0.0661,55,130,5,
50391818100,Residential,0.019,29,74,5,
50391818200,Residential,0.0239,41,115,5,
50391818300,Residential,0.0304,53,147,5,
50391818400,Residential,0.0331,53,163,5,
50391818500,Residential,0.033,55,98,5,
50391818600,Residential,0.5319,33,97,5,
50391818700,Residential,0.023,34,108,5,
50391818800,Residential,0.0212,37,102,5,
50391818900,Residential,0.2014,34,59,5,
50391819000,Residential,0.26,50,99,5,
50391819100,Residential,0.0348,42,126,5,
50391819200,Parkland,0.0275,0,0,5,
50391819300,Residential,0.0226,33,98,5,
50391819400,Residential,0.0599,37,83,5,
50391819500,Parkland,0.0238,0,0,5,
50391819600,Residential,0.0168,28,67,5,
50391819700,Residential,0.0254,36,66,5,
50391819800,Residential,0.0158,29,75,5,
50391819900,Residential,0.0193,26,96,5,
50391820000,Parkland,0.0161,0,0,5,
50391820100,Residential,0.0786,0,0,5,
50391820200,Residential,0.0455,59,203,5,
50391820300,Residential,0.0355,48,158,5,
50391820400,Residential,0.0275,44,94,5,
50391820500,Residential,0.0373,31,41,5,
50391820600,Education,0.0259,0,0,5,
50391820700,Residential,0.0474,4,7,5,
50391820800,Residential,0.0933,19,31,5,
50391820900,Commercial,4.2435,9,7,5,
50391821000,Residential,0.0394,67,154,5,
50391821100,Residential,0.0211,38,112,5,
50391821200,Residential,0.0215,44,88,5,
50391821300,Residential,0.0289,51,122,5,
50391821400,Residential,0.0267,59,125,5,
50391821500,Residential,0.0245,44,115,5,
50391821600,Residential,0.0227,40,106,5,
50391821700,Residential,0.0164,26,55,5,
50391821800,Residential,0.0187,35,73,5,
50391821900,Residential,0.0182,29,71,5,
50391822000,Residential,0.0253,51,118,5,
50391822100,Residential,0.0195,46,100,5,
50391822200,Residential,0.0136,34,86,5,
50391822300,Residential,0.0137,37,63,5,
50391822400,Residential,0.0143,35,77,5,
50391822500,Residential,0.0141,33,64,5,
50391822600,Residential,0.0224,30,95,5,
50391822700,Residential,0.0203,29,93,5,
50391822800,Residential,0.0327,32,96,5,
50391822900,Residential,0.046,63,143,5,
50391823000,Residential,0.0398,46,152,5,
50391823100,Residential,0.028,51,106,5,
50391823200,Residential,0.0344,31,93,5,
50391823300,Residential,0.0169,36,75,5,
50391823400,Residential,0.019,25,85,5,
50391823500,Residential,0.0374,60,153,5,
50391823600,Residential,0.1836,27,103,5,
50391823700,Parkland,0.0456,0,0,5,
50391823800,Parkland,0.0155,0,0,5,
50391823900,Residential,0.0333,53,154,5,
50391824000,Residential,0.0127,28,80,5,
50391824100,Residential,0.0291,40,132,5,
50391824200,Residential,0.0372,32,97,5,
50391824300,Residential,0.0311,52,169,5,
50391824400,Residential,0.0272,17,54,5,
50391824500,Residential,0.0178,29,63,5,
50391824600,Residential,0.0255,40,109,5,
50391824700,Residential,0.019,33,113,5,
50391824900,Residential,0.0279,65,107,5,
50391825000,Residential,0.02,37,125,5,
50391825100,Residential,0.0169,26,86,5,
50391825200,Residential,0.0306,47,114,5,
50391825300,Residential,0.0262,36,122,5,
50391825500,Parkland,0.1337,0,0,5,
50391825600,Residential,0.0215,33,113,5,
50391825700,Residential,0.0242,34,98,5,
50391825800,Residential,0.021,42,130,5,
50391825900,Parkland,0.0121,0,0,5,
50391826000,Residential,0.0392,44,85,5,
50391826100,Residential,0.024,27,64,5,
50391826200,Residential,0.0346,45,99,5,
50391826300,Residential,0.0317,37,99,5,
50391826400,Residential,0.0175,27,85,5,
50391826500,Residential,2.026,65,116,5,
50391826600,Residential,0.8246,25,52,5,
50391826700,Commercial,0.0618,0,0,5,
50391826800,Residential,0.0325,37,112,5,
50391826900,Parkland,0.0072,0,0,5,
50391827000,Education,0.0416,0,0,5,
50391827100,Residential,0.0204,37,97,5,
50391827200,Residential,0.0141,25,46,5,
50391827300,Residential,0.037,28,73,5,
50391827400,Residential,0.1983,11,14,5,
50391827500,Commercial,0.044,0,5,5,
50391827600,Commercial,0.0321,0,0,5,
50391827700,Residential,0.088,57,189,5,
50391827800,Parkland,0.0487,0,0,5,
50391827900,Parkland,0.0461,0,0,5,
50391828000,Parkland,0.0468,0,0,5,
50391828100,Parkland,0.0555,0,0,5,
50391828200,Residential,0.0182,30,71,5,
50391828300,Residential,0.0262,34,109,5,
50391828400,Residential,0.0483,54,159,5,
50391828500,Residential,0.0275,36,117,5,
50391828600,Residential,0.0318,44,127,5,
50391828700,Residential,0.0303,38,104,5,
50391828800,Residential,0.0408,46,143,5,
50391828900,Parkland,0.2263,0,0,5,
50391829000,Residential,0.0365,37,83,5,
50391829100,Parkland,7.1643,0,0,5,
50391829200,Residential,4.3174,30,33,5,
50391829300,Other,19.8767,47,70,5,
50391829400,Residential,1.3107,50,49,5,
50391829500,Residential,0.0389,45,118,5,
50391829600,Residential,0.0428,56,145,5,
50391829700,Residential,0.0697,43,112,5,
50391829800,Residential,0.0348,38,75,5,
50391829900,Parkland,0.0483,0,0,5,
50391830000,Parkland,8.3807,5,5,5,
50391830100,Parkland,0.0708,0,0,5,
50391830200,Parkland,0.0465,0,0,5,
50391830300,Residential,0.0192,32,73,5,
50391830400,Residential,0.0589,63,224,5,
50391830500,Residential,0.0315,36,116,5,
50391830600,Residential,0.0289,52,166,5,
50391830700,Residential,0.1258,22,61,5,
50391830800,Residential,0.0279,32,71,5,
50391830900,Residential,0.031,33,72,5,
50391831000,Residential,0.0414,43,96,5,
50391831100,Residential,0.0299,41,67,5,
50391831200,Residential,0.0703,41,33,5,
50391831300,Residential,0.0167,25,92,5,
50391831400,Residential,0.0179,36,68,5,
50391831500,Residential,0.0469,35,92,5,
50391831600,Residential,0.0251,69,126,5,
50391831700,Residential,0.0283,56,94,5,
50391831800,Commercial,0.0717,0,0,5,
50391831900,Residential,0.03,29,50,5,
50391832000,Residential,0.0314,55,149,5,
50391832100,Residential,0.0148,17,60,5,
50391832200,Residential,0.0173,24,56,5,
50391832300,Residential,0.0381,60,154,5,
50391832400,Residential,0.0174,27,71,5,
50391832500,Residential,0.0329,35,117,5,
50391832600,Primary Production,638.569,23,49,5,
50391832700,Residential,0.0204,29,69,5,
50391832800,Residential,0.0189,46,71,5,
50391832900,Residential,0.0109,22,46,5,
50391833000,Residential,0.0166,46,88,5,
50391833100,Residential,0.0124,27,69,5,
50391833200,Residential,0.0318,63,102,5,
50391833300,Residential,0.0212,37,76,5,
50391833400,Residential,0.013,36,69,5,
50391833500,Residential,0.0148,34,72,5,
50391833600,Residential,0.0148,38,83,5,
50391833700,Residential,0.014,41,68,5,
50391833800,Industrial,0.5562,0,0,5,
50391833900,Parkland,0.0149,0,0,5,
50391834000,Residential,0.0289,35,83,5,
50391834100,Residential,0.0234,38,87,5,
50391834200,Parkland,0.0088,0,0,5,
50391834300,Parkland,0.0103,0,0,5,
50391834400,Parkland,0.0516,0,0,5,
50391834500,Residential,0.0277,36,120,5,
50391834700,Primary Production,181.7471,13,32,5,
50391834800,Residential,0.0151,38,75,5,
50391834900,Residential,0.0193,44,76,5,
50391835000,Residential,0.0167,33,66,5,
50391835100,Residential,0.0209,43,90,5,
50391835200,Residential,0.0211,40,102,5,
50391835300,Residential,0.0165,39,70,5,
50391835400,Residential,0.0198,40,67,5,
50391835500,Parkland,0.1852,0,0,5,
50391835600,Residential,0.0386,45,130,5,
50391835700,Residential,0.0558,62,219,5,
50391835800,Residential,0.0205,33,83,5,
50391835900,Residential,0.0267,32,85,5,
50391836000,Residential,0.025,33,118,5,
50391836100,Parkland,0.0245,0,0,5,
50391836200,Residential,0.041,60,191,5,
50391836300,Primary Production,571.4311,5,20,5,
50391836400,Residential,0.053,63,190,5,
50391836500,Residential,0.0321,47,141,5,
50391836600,Residential,0.0199,29,87,5,
50391836700,Residential,0.02,37,88,5,
50391836800,Residential,0.0242,34,80,5,
50391836900,Residential,0.0208,37,80,5,
50391837000,Residential,0.0192,36,89,5,
50391837100,Residential,0.0349,39,116,5,
50391837200,Education,0.0736,0,0,5,
50391837300,Residential,0.0186,26,73,5,
50391837400,Residential,0.0165,33,76,5,
50391837500,Parkland,9.941,0,0,5,
50391837600,Parkland,0.877,0,0,5,
50391837700,Residential,0.0551,46,97,5,
50391837800,Residential,0.0489,59,170,5,
50391837900,Residential,0.0136,29,64,5,
50391838000,Residential,0.0173,34,103,5,
50391838100,Residential,0.0217,35,84,5,
50391838200,Residential,0.0094,5,18,5,
50391838300,Parkland,0.2214,0,0,5,
50391838400,Residential,0.021,32,64,5,
50391838500,Residential,0.0597,55,119,5,
50391838600,Residential,0.0317,29,69,5,
50391838700,Parkland,0.0297,0,0,5,
50391838800,Residential,1.8475,41,82,5,
50391838900,Industrial,0.3033,0,0,5,
50391839000,Parkland,0.0128,0,0,5,
50391839100,Residential,0.0369,42,134,5,
50391839200,Residential,0.025,29,76,5,
50391839300,Residential,0.0428,53,145,5,
50391839400,Residential,0.0301,38,120,5,
50391839500,Residential,0.0629,46,121,5,
50391839600,Residential,0.0146,25,53,5,
50391839700,Residential,0.0249,42,123,5,
50391839800,Residential,0.0279,33,99,5,
50391839900,Commercial,0.0434,0,0,5,
50391840000,Residential,0.1015,64,125,5,
50391840100,Primary Production,13.3204,15,41,5,
50391840200,Education,0.1251,0,0,5,
50391840300,Residential,0.0312,0,0,5,
50391840400,Residential,0.0183,25,32,5,
50391840500,Residential,0.0266,47,100,5,
50391840600,Residential,0.0387,26,54,5,
50391840700,Residential,0.0873,136,428,5,
50391840800,Residential,0.0376,85,124,5,
50391840900,Parkland,0.0294,0,0,5,
50391841000,Residential,0.0608,31,87,5,
50391841100,Residential,0.0296,81,18,5,
50391841200,Residential,0.2268,51,117,5,
50391841300,Industrial,0.0276,0,0,5,
50391841400,Industrial,0.1126,0,6,5,
50391841500,Residential,0.1197,24,66,5,
50391841600,Residential,0.0684,74,104,5,
50391841700,Residential,0.0283,44,111,5,
50391841800,Residential,0.0206,42,108,5,
50391841900,Residential,0.0422,46,95,5,
50391842000,Residential,0.0271,18,35,5,
50391842100,Residential,0.0821,44,98,5,
50391842200,Residential,0.0783,43,101,5,
50391842300,Residential,0.0649,41,88,5,
50391842400,Residential,0.0454,28,59,5,
50391842500,Residential,0.0553,46,99,5,
50391842600,Residential,0.0199,42,79,5,
50391842700,Residential,0.0126,3,4,5,
50391842800,Residential,0.0383,39,127,5,
50391842900,Residential,0.0442,23,27,5,
50391843000,Residential,0.0789,31,29,5,
50391843100,Residential,0.0207,31,91,5,
50391843200,Residential,0.0188,27,70,5,
50391843300,Residential,0.0253,61,119,5,
50391843400,Residential,0.0226,75,94,5,
50391843500,Residential,0.0687,50,41,5,
50391843600,Residential,0.2141,14,30,5,
50391843700,Residential,0.0371,74,191,5,
50391843800,Education,0.2296,0,0,5,
50391843900,Residential,0.0303,57,130,5,
50391844000,Residential,0.042,47,100,5,
50391844100,Residential,0.0189,24,70,5,
50391844200,Residential,0.0831,63,163,5,
50391844300,Parkland,0.0021,0,0,5,
50391844400,Residential,0.0942,0,0,5,
50391844500,Residential,0.0273,18,36,5,
50391844600,Primary Production,9.0224,76,202,5,
50391844700,Education,0.0413,0,0,5,
50391844800,Education,0.0523,0,0,5,
50391844900,Residential,0.0224,27,71,5,
50391845000,Residential,0.0244,25,55,5,
50391845100,Residential,0.0353,50,126,5,
50391845200,Residential,0.0322,45,144,5,
50391845300,Residential,0.0326,0,0,5,
50391845400,Residential,0.0271,15,70,5,
50391845500,Residential,0.0286,40,114,5,
50391845600,Residential,0.0263,30,82,5,
50391845700,Parkland,0.0618,0,0,5,
50391845800,Residential,0.0487,46,146,5,
50391846000,Residential,0.0394,50,164,5,
50391846100,Residential,0.0436,51,167,5,
50391846200,Parkland,3.3007,0,0,5,
50391846300,Parkland,1.1421,0,0,5,
50391846400,Residential,0.6783,30,35,5,
50391846500,Residential,0.0747,31,51,5,
50391846600,Other,1050.9651,58,109,5,
50391846700,Residential,0.0409,46,153,5,
50391846800,Education,0.078,0,0,5,
50391846900,Residential,0.1374,43,106,5,
50391847000,Residential,0.0762,39,25,5,
50391847100,Water,0.1231,0,0,5,
50391847200,Residential,0.0572,30,93,5,
50391847300,Residential,0.0619,51,122,5,
50391847400,Industrial,0.0476,0,0,5,
50391847500,Residential,0.0696,40,85,5,
50391847600,Residential,0.0435,47,124,5,
50391847700,Residential,0.0176,40,43,5,
50391847800,Residential,0.0412,45,127,5,
50391847900,Residential,0.0368,34,65,5,
50391848000,Residential,0.0117,0,0,5,
50391848100,Parkland,0.1577,0,0,5,
50391848200,Primary Production,40.5618,0,0,5,
50391848300,Residential,0.0247,38,94,5,
50391848400,Residential,0.0346,31,106,5,
50391848500,Residential,0.604,19,23,5,
50391848600,Commercial,0.0087,0,0,5,
50391848700,Residential,0.0231,44,92,5,
50391848800,Residential,0.0119,32,61,5,
50391848900,Residential,0.0339,61,172,5,
50391849000,Residential,0.027,37,129,5,
50391849100,Residential,0.0533,66,187,5,
50391849200,Residential,0.0313,34,92,5,
50391849300,Residential,0.0224,36,100,5,
50391849400,Residential,0.0231,22,64,5,
50391849500,Residential,0.0276,30,103,5,
50391849600,Residential,0.0399,43,92,5,
50391849700,Residential,0.0174,24,69,5,
50391849800,Residential,0.1075,25,64,5,
50391849900,Residential,0.0231,31,93,5,
50391850000,Other,18.9178,55,86,5,
50391850100,Residential,0.0238,37,100,5,
50391850200,Parkland,197.329,0,0,5,
50391850300,Other,13405.628,86,6,5,
50391850400,Parkland,0.0122,0,0,5,
50391850500,Residential,0.0273,42,136,5,
50391850600,Parkland,0.0126,0,0,5,
50391850700,Residential,0.0296,46,150,5,
50391850800,Residential,0.0263,36,104,5,
50391850900,Residential,0.0304,71,139,5,
50391851000,Residential,0.0194,49,107,5,
50391851100,Residential,0.0317,45,92,5,
50391851200,Primary Production,19.781,48,126,5,
50391851300,Residential,0.0254,36,109,5,
50391851400,Residential,0.0191,33,82,5,
50391851500,Residential,0.0592,45,153,5,
50391851600,Residential,0.0215,26,90,5,
50391851700,Residential,0.0329,46,152,5,
50391851800,Residential,0.0267,33,64,5,
50391851900,Parkland,0.0111,0,0,5,
50391852000,Residential,0.0351,52,183,5,
50391852100,Residential,0.0263,47,156,5,
50391852200,Residential,0.0338,41,114,5,
50391852300,Residential,0.6649,41,114,5,
50391852400,Commercial,0.1337,18,40,5,
50391852500,Residential,0.0347,49,179,5,
50391852600,Residential,0.0169,29,83,5,
50391852700,Residential,0.0391,39,122,5,
50391852800,Residential,0.0056,28,35,5,
50391852900,Residential,0.0054,25,48,5,
50391853000,Residential,0.01,24,53,5,
50391853100,Residential,0.0076,17,45,5,
50391853200,Residential,0.026,50,109,5,
50391853300,Commercial,0.0284,0,0,5,
50391853400,Residential,0.0268,47,132,5,
50391853500,Residential,0.0274,55,145,5,
50391853600,Residential,0.0185,39,93,5,
50391853700,Residential,0.0241,47,106,5,
50391853800,Residential,0.0392,43,89,5,
50391853900,Residential,0.013,30,60,5,
50391854000,Residential,0.0282,35,139,5,
50391854100,Residential,0.0311,41,124,5,
50391854200,Residential,0.036,45,156,5,
50391854300,Parkland,0.0686,0,3,5,
50391854400,Residential,0.0439,53,198,5,
50391854500,Residential,0.0202,21,89,5,
50391854600,Residential,0.0429,45,140,5,
50391854700,Residential,0.0241,36,98,5,
50391854800,Residential,0.0401,48,175,5,
50391854900,Residential,0.0216,35,115,5,
50391855000,Residential,0.0227,35,99,5,
50391855100,Residential,0.0222,27,85,5,
50391855200,Parkland,2.1628,0,0,5,
50391855300,Residential,0.019,30,57,5,
50391855400,Residential,0.0399,54,144,5,
50391855500,Residential,0.0368,46,140,5,
50391855600,Parkland,0.0242,0,0,5,
50391855700,Primary Production,6.632,3,15,5,
50391855800,Primary Production,0.4103,10,22,5,
50391855900,Residential,0.1689,62,169,5,
50391856000,Residential,0.0198,30,105,5,
50391856100,Residential,0.0493,161,31,5,
50391856200,Residential,0.0293,47,112,5,
50391856300,Residential,0.0317,53,98,5,
50391856400,Residential,0.0188,32,91,5,
50391856500,Residential,0.0602,28,46,5,
50391856600,Residential,0.053,28,90,5,
50391856700,Residential,0.0283,44,107,5,
50391856800,Residential,0.075,42,137,5,
50391856900,Residential,0.0452,66,187,5,
50391857000,Residential,0.0349,37,73,5,
50391857100,Residential,0.1061,36,71,5,
50391857200,Residential,0.018,28,32,5,
50391857300,Residential,0.0419,51,167,5,
50391857400,Parkland,0.0159,0,4,5,
50391857500,Residential,0.0468,40,141,5,
50391857600,Residential,0.037,45,124,5,
